# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.4890299680742007,4.814327802692695,-0.18619050556991582,0,3.0,-0.5421867117807657,0.0,0.0,0.0
 0.08935542660094536,1.501006493231569,4.814288883192124,-0.18619050556991582,0.2680662798028361,3.0,-0.5421867117807657,0.0,-10.066024160571718,0.0
 0.12624506075013614,1.512936063087018,4.814172797626248,-0.5575224541903216,0.3787351822504084,3.0,-0.5413917508307596,0.0,-13.086672902311363,0.0
 0.15446873289606405,1.5248186692155623,4.8139805553988175,-0.9268764196661565,0.46340619868819216,3.0,-0.5404926427151584,0.0,-15.48253941288291,0.0
 0.1781937862247652,1.5366543031922182,4.813713165913587,-1.2942004929005209,0.5345813586742956,2.9999999999999987,-0.5394898842944363,0.0,-17.523988215894978,0.0
 0.1990362407618835,1.5484429565920008,4.813371638574307,-1.659443420599309,0.5971087222856505,3.0,-0.5383840161983506,0.0,-19.325153186447196,0.0
 0.21782580438941201,1.560184620989926,4.812956982784731,-2.0225546160077936,0.653477413168236,3.0000000000000013,-0.5371756198213216,0.0,-20.947622152751514,0.0
 0.23505590093822093,1.5718792879610086,4.8124702079486115,-2.383484168167671,0.7051677028146628,3.0,-0.5358653141658126,0.0,-22.42921981212749,0.0
 0.25104837346066955,1.5835269490802646,4.8119123234697,-2.74218284971308,0.7531451203820086,3.0,-0.5344537525943979,0.0,-23.79516357106248,0.0
 0.2660270170103449,1.5951275959227091,4.811284338751751,-3.0986021230502456,0.7980810510310348,3.0,-0.5329416196412141,0.0,-25.063256740519556,0.0
 0.28015495041304894,1.6066812200633582,4.8105872631985145,-3.4526941451351782,0.8404648512391468,3.0,-0.5313296274574838,0.0,-26.246613456675476,0.0
 0.29355544591288557,1.618187813077227,4.809822106213745,-3.8044117706473095,0.8806663377386568,3.000000000000004,-0.5296185126016482,0.0,-27.35521612615391,0.0
 0.3063243738375735,1.6296473665393307,4.808989877201194,-4.15370855372643,0.9189731215127206,3.0000000000000044,-0.5278090324683129,0.0,-28.396864955417158,0.0
 0.3185380528813455,1.641059872024685,4.808091585564614,-4.500538748141232,0.9556141586440365,2.999999999999991,-0.5259019617158363,0.0,-29.377786951312338,0.0
 0.33025842373293196,1.6524253211083055,4.807128240707757,-4.84485730600951,0.9907752711987958,2.999999999999995,-0.5238980888437569,0.0,-30.303042815581797,0.0
 0.34153658385308955,1.6637437053652075,4.806100852034377,-5.186619875011632,1.0246097515592687,3.0000000000000098,-0.5217982124876351,0.0,-31.17680813937261,0.0
 0.35241527668176365,1.675015016370407,4.805010428948225,-5.525782794138373,1.057245830045291,2.999999999999995,-0.5196031378335082,0.0,-32.00257330683151,0.0
 0.36293069025772307,1.6862392456989186,4.803857980853055,-5.8623030879546665,1.088792070773169,2.9999999999999893,-0.5173136730586381,0.0,-32.78328908382701,0.0
 0.37311378600152784,1.6974163849257586,4.802644517152617,-6.196138459492106,1.1193413580045835,3.0000000000000053,-0.5149306254072011,0.0,-33.52147484613212,0.0
 0.3829912995540232,1.7085464256259422,4.801371047250665,-6.52724728158441,1.1489738986620697,3.0000000000000058,-0.5124547978927696,0.0,-34.219300532720226,0.0
 0.39258650752893937,1.7196293593744845,4.800038580550952,-6.855588586952019,1.1777595225868183,3.0000000000000173,-0.5098869852665692,0.0,-34.878649642664875,0.0
 0.401919823845429,1.7306651777464013,4.7986481264572305,-7.181122056759029,1.2057594715362872,2.9999999999999942,-0.5072279704930499,0.0,-35.50116837602231,0.0
